0	3
1	4
2	4
3	4
4	4
5	4
6	4
7	4
8	4
9	4
10	4
11	4
12	4
13	4
14	5
15	5
16	5
17	5
18	5
19	3
20	4
21	4
22	4
23	4
24	4
25	4
26	4
27	4
28	4
29	4
30	4
31	4
32	4
33	5
34	5
35	4
36	5
37	5
38	5
39	3
40	4
41	4
42	4
43	4
44	4
45	4
46	4
47	4
48	4
49	4
50	4
51	4
52	4
53	5
54	5
55	4
56	4
57	6
58	5
59	3
60	4
61	4
62	4
63	4
64	4
65	4
66	4
67	4
68	4
69	4
70	4
71	4
72	5
73	5
74	5
75	5
76	5
77	6
78	5
79	3
80	4
81	4
82	4
83	4
84	4
85	4
86	4
87	4
88	4
89	4
90	4
91	4
92	5
93	5
94	5
95	5
96	5
97	6
98	5
99	2
100	4
101	4
102	4
103	4
104	4
105	4
106	4
107	4
108	4
109	4
110	4
111	5
112	5
113	5
114	5
115	5
116	6
117	6
118	5
119	0
120	4
121	4
122	4
123	4
124	4
125	4
126	4
127	4
128	4
129	4
130	5
131	5
132	5
133	5
134	5
135	4
136	6
137	6
138	5
139	0
140	4
141	4
142	4
143	4
144	4
145	4
146	4
147	4
148	4
149	4
150	5
151	5
152	5
153	5
154	5
155	5
156	6
157	6
158	5
159	0
160	4
161	4
162	4
163	4
164	4
165	4
166	4
167	4
168	4
169	5
170	5
171	5
172	5
173	5
174	5
175	6
176	6
177	6
178	5
179	0
180	4
181	4
182	4
183	4
184	4
185	4
186	4
187	4
188	5
189	5
190	5
191	5
192	5
193	5
194	5
195	6
196	6
197	6
198	4
199	0
200	4
201	4
202	4
203	4
204	4
205	4
206	5
207	5
208	5
209	5
210	5
211	5
212	5
213	5
214	5
215	6
216	6
217	6
218	0
219	0
220	4
221	4
222	4
223	4
224	4
225	5
226	5
227	5
228	5
229	5
230	5
231	5
232	5
233	5
234	6
235	7
236	6
237	6
238	0
239	0
240	4
241	4
242	4
243	5
244	5
245	5
246	5
247	5
248	5
249	5
250	5
251	5
252	5
253	5
254	6
255	7
256	6
257	5
258	0
259	0
260	4
261	5
262	5
263	5
264	5
265	5
266	5
267	5
268	5
269	5
270	5
271	5
272	5
273	6
274	7
275	7
276	6
277	1
278	0
279	0
280	5
281	5
282	5
283	5
284	5
285	5
286	5
287	5
288	5
289	5
290	5
291	6
292	6
293	7
294	7
295	7
296	5
297	0
298	0
299	0
300	5
301	4
302	4
303	5
304	5
305	5
306	4
307	5
308	6
309	6
310	6
311	7
312	7
313	7
314	7
315	5
316	0
317	0
318	0
319	0
320	5
321	5
322	4
323	5
324	5
325	6
326	6
327	6
328	6
329	6
330	6
331	6
332	6
333	6
334	5
335	0
336	0
337	0
338	0
339	0
340	5
341	5
342	6
343	6
344	6
345	6
346	6
347	6
348	6
349	6
350	6
351	6
352	5
353	1
354	0
355	0
356	0
357	0
358	0
359	0
360	5
361	5
362	5
363	5
364	5
365	5
366	5
367	5
368	5
369	4
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	3
381	3
382	3
383	3
384	2
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	960
