0	5
1	5
2	5
3	5
4	5
5	5
6	5
7	5
8	6
9	6
10	6
11	6
12	6
13	5
14	3
15	2
16	2
17	2
18	2
19	2
20	5
21	5
22	5
23	5
24	5
25	5
26	5
27	6
28	6
29	6
30	6
31	7
32	6
33	5
34	3
35	2
36	2
37	2
38	2
39	2
40	5
41	5
42	5
43	5
44	5
45	5
46	6
47	6
48	6
49	5
50	6
51	7
52	6
53	5
54	3
55	2
56	2
57	2
58	2
59	2
60	5
61	5
62	5
63	5
64	5
65	6
66	6
67	6
68	6
69	5
70	7
71	7
72	6
73	4
74	3
75	2
76	2
77	2
78	2
79	2
80	5
81	5
82	5
83	5
84	6
85	6
86	6
87	6
88	6
89	6
90	7
91	6
92	5
93	4
94	3
95	2
96	2
97	2
98	2
99	2
100	5
101	5
102	5
103	6
104	6
105	6
106	6
107	6
108	5
109	7
110	7
111	6
112	5
113	3
114	2
115	2
116	2
117	2
118	2
119	0
120	5
121	5
122	6
123	6
124	6
125	6
126	6
127	6
128	7
129	7
130	6
131	5
132	4
133	3
134	2
135	2
136	2
137	2
138	2
139	0
140	5
141	6
142	6
143	6
144	6
145	6
146	6
147	7
148	7
149	7
150	6
151	4
152	3
153	2
154	2
155	2
156	2
157	2
158	0
159	0
160	6
161	6
162	6
163	6
164	6
165	5
166	7
167	7
168	7
169	6
170	5
171	3
172	2
173	2
174	2
175	2
176	2
177	0
178	0
179	0
180	6
181	6
182	5
183	5
184	6
185	7
186	7
187	7
188	6
189	5
190	3
191	2
192	2
193	2
194	2
195	2
196	0
197	0
198	0
199	0
200	6
201	6
202	6
203	7
204	7
205	7
206	6
207	6
208	5
209	3
210	2
211	2
212	2
213	2
214	2
215	0
216	0
217	0
218	0
219	0
220	6
221	7
222	7
223	7
224	6
225	6
226	5
227	4
228	3
229	2
230	2
231	2
232	2
233	2
234	0
235	0
236	0
237	0
238	0
239	0
240	6
241	6
242	6
243	6
244	5
245	5
246	4
247	3
248	2
249	2
250	2
251	2
252	2
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	5
261	5
262	5
263	4
264	4
265	3
266	3
267	2
268	2
269	2
270	2
271	2
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	3
281	3
282	3
283	3
284	3
285	2
286	2
287	2
288	2
289	2
290	2
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	2
301	2
302	2
303	2
304	2
305	2
306	2
307	2
308	2
309	2
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	2
321	2
322	2
323	2
324	2
325	2
326	2
327	2
328	2
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	2
341	2
342	2
343	2
344	2
345	2
346	2
347	2
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	2
361	2
362	2
363	2
364	2
365	2
366	2
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	2
381	2
382	2
383	2
384	2
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	960
