0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3
12	3
13	3
14	3
15	3
16	4
17	4
18	3
19	2
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	4
37	4
38	3
39	2
40	3
41	3
42	3
43	3
44	3
45	3
46	3
47	3
48	3
49	3
50	3
51	3
52	3
53	3
54	3
55	3
56	5
57	4
58	3
59	2
60	3
61	3
62	3
63	3
64	3
65	3
66	3
67	3
68	3
69	3
70	3
71	3
72	3
73	3
74	3
75	3
76	6
77	4
78	3
79	2
80	3
81	3
82	3
83	3
84	3
85	3
86	3
87	3
88	3
89	3
90	3
91	3
92	3
93	3
94	3
95	3
96	3
97	4
98	3
99	2
100	3
101	3
102	3
103	3
104	3
105	3
106	3
107	3
108	3
109	3
110	3
111	3
112	3
113	3
114	3
115	3
116	3
117	4
118	3
119	2
120	3
121	3
122	3
123	3
124	3
125	3
126	3
127	3
128	3
129	3
130	3
131	3
132	3
133	3
134	3
135	3
136	4
137	4
138	3
139	2
140	3
141	3
142	3
143	3
144	3
145	3
146	3
147	3
148	3
149	3
150	3
151	3
152	3
153	3
154	3
155	4
156	4
157	4
158	3
159	1
160	3
161	3
162	3
163	3
164	3
165	3
166	3
167	3
168	3
169	3
170	3
171	3
172	3
173	3
174	3
175	5
176	4
177	4
178	3
179	1
180	3
181	3
182	3
183	3
184	3
185	3
186	3
187	3
188	3
189	3
190	3
191	3
192	3
193	3
194	3
195	6
196	4
197	4
198	2
199	1
200	3
201	3
202	3
203	3
204	3
205	3
206	3
207	3
208	3
209	3
210	3
211	3
212	3
213	3
214	4
215	4
216	5
217	4
218	2
219	1
220	3
221	3
222	3
223	3
224	3
225	3
226	3
227	3
228	3
229	3
230	3
231	3
232	3
233	3
234	5
235	4
236	5
237	4
238	2
239	1
240	3
241	3
242	3
243	3
244	3
245	3
246	3
247	3
248	3
249	3
250	3
251	3
252	3
253	4
254	6
255	4
256	5
257	3
258	2
259	1
260	3
261	3
262	3
263	3
264	3
265	3
266	3
267	3
268	3
269	3
270	3
271	3
272	4
273	5
274	4
275	5
276	5
277	3
278	2
279	1
280	3
281	3
282	3
283	3
284	3
285	3
286	3
287	3
288	3
289	3
290	4
291	5
292	6
293	4
294	4
295	5
296	5
297	3
298	2
299	1
300	3
301	3
302	3
303	3
304	3
305	3
306	3
307	4
308	5
309	6
310	4
311	4
312	4
313	5
314	5
315	5
316	4
317	3
318	2
319	1
320	4
321	4
322	5
323	6
324	3
325	3
326	4
327	4
328	4
329	4
330	5
331	5
332	5
333	5
334	5
335	4
336	3
337	2
338	1
339	0
340	4
341	4
342	4
343	4
344	4
345	4
346	4
347	4
348	4
349	4
350	4
351	4
352	3
353	3
354	3
355	3
356	2
357	1
358	0
359	0
360	3
361	3
362	3
363	3
364	3
365	3
366	3
367	3
368	3
369	2
370	2
371	2
372	2
373	2
374	2
375	2
376	1
377	0
378	0
379	0
380	2
381	2
382	2
383	2
384	2
385	2
386	2
387	1
388	1
389	1
390	1
391	1
392	1
393	1
394	1
395	1
396	0
397	0
398	0
399	0
400	960
