0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3
12	3
13	4
14	4
15	4
16	4
17	3
18	4
19	3
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	4
33	4
34	4
35	4
36	4
37	4
38	4
39	4
40	3
41	3
42	3
43	3
44	3
45	3
46	3
47	3
48	3
49	3
50	3
51	3
52	4
53	4
54	4
55	4
56	4
57	4
58	4
59	4
60	3
61	3
62	3
63	3
64	3
65	3
66	3
67	3
68	3
69	3
70	3
71	3
72	3
73	3
74	3
75	4
76	4
77	4
78	4
79	4
80	3
81	3
82	3
83	3
84	3
85	3
86	3
87	3
88	3
89	3
90	3
91	3
92	3
93	4
94	4
95	4
96	4
97	4
98	4
99	4
100	3
101	3
102	3
103	3
104	3
105	3
106	3
107	3
108	4
109	4
110	4
111	4
112	4
113	4
114	4
115	4
116	4
117	4
118	4
119	4
120	3
121	3
122	3
123	3
124	3
125	3
126	3
127	4
128	4
129	4
130	4
131	4
132	4
133	4
134	4
135	4
136	4
137	4
138	4
139	4
140	3
141	3
142	3
143	3
144	3
145	3
146	4
147	4
148	4
149	4
150	4
151	4
152	4
153	4
154	4
155	4
156	4
157	4
158	4
159	4
160	3
161	3
162	3
163	3
164	3
165	4
166	4
167	4
168	4
169	4
170	4
171	4
172	4
173	4
174	4
175	4
176	4
177	4
178	4
179	4
180	3
181	3
182	3
183	3
184	3
185	4
186	4
187	4
188	4
189	4
190	4
191	4
192	4
193	4
194	4
195	4
196	4
197	4
198	5
199	4
200	3
201	3
202	3
203	3
204	3
205	4
206	4
207	4
208	4
209	4
210	4
211	4
212	4
213	4
214	4
215	4
216	4
217	4
218	5
219	4
220	3
221	3
222	3
223	3
224	3
225	4
226	4
227	4
228	4
229	4
230	4
231	4
232	4
233	4
234	4
235	4
236	4
237	4
238	5
239	4
240	3
241	4
242	4
243	3
244	3
245	4
246	4
247	4
248	4
249	4
250	4
251	4
252	4
253	4
254	4
255	4
256	4
257	5
258	5
259	5
260	4
261	4
262	4
263	3
264	4
265	4
266	4
267	4
268	4
269	4
270	4
271	4
272	4
273	4
274	4
275	4
276	5
277	5
278	5
279	5
280	4
281	4
282	4
283	3
284	4
285	4
286	4
287	4
288	4
289	4
290	4
291	4
292	4
293	4
294	4
295	4
296	5
297	5
298	5
299	5
300	4
301	4
302	4
303	4
304	4
305	4
306	4
307	4
308	4
309	4
310	4
311	4
312	4
313	4
314	4
315	5
316	5
317	5
318	5
319	5
320	4
321	4
322	4
323	4
324	4
325	4
326	4
327	4
328	4
329	4
330	4
331	4
332	4
333	5
334	5
335	5
336	5
337	5
338	5
339	4
340	3
341	4
342	4
343	4
344	4
345	4
346	4
347	4
348	4
349	4
350	4
351	4
352	5
353	5
354	5
355	5
356	5
357	5
358	5
359	5
360	4
361	4
362	4
363	4
364	4
365	4
366	4
367	4
368	4
369	5
370	5
371	5
372	5
373	5
374	5
375	5
376	5
377	5
378	5
379	5
380	3
381	4
382	4
383	4
384	4
385	4
386	4
387	4
388	4
389	4
390	4
391	4
392	5
393	5
394	5
395	5
396	4
397	5
398	5
399	5
400	960
